Deployment: TfGM - Drakewell - A set of traffic cameras deployed by TfGM.,,,,,,,,,,,,,,,,
Platform: Drakewell  1017 (Automatic Traffic Counter) ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
timestamp,Vehicle count  - Motorcycles southbound ,Vehicle count  - Motorcycles northbound ,Vehicle count  - Cars and Light Vans southbound ,Vehicle count  - Cars and Light Vans northbound ,Vehicle count  - Cars with Trailer southbound ,Vehicle count  - Cars with Trailer northbound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses southbound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses northbound ,Vehicle count  - Articulated HGVs southbound ,Vehicle count  - Articulated HGVs northbound ,Vehicle count  - Buses and Coaches southbound ,Vehicle count  - Buses and Coaches northbound ,Vehicle speed  - Vehicles Speed southbound (km/h),Vehicle speed  - Vehicles Speed northbound (km/h)
30/06/2022 13:15,0,0,29,23,0,0,3,0,1,0,3,0,39.8,41.1,,
30/06/2022 13:20,2,0,24,25,0,0,1,0,0,0,4,1,38.5,38.7,,
30/06/2022 13:25,1,0,30,25,0,0,1,2,0,0,2,0,40.7,38.9,,
30/06/2022 13:30,1,0,30,29,0,0,1,2,0,0,2,0,42.8,38,,
30/06/2022 13:35,0,0,25,22,0,0,1,1,0,0,3,0,40.9,39.7,,
30/06/2022 13:40,0,1,32,34,0,0,1,1,0,0,0,0,41.3,36.9,,
30/06/2022 13:45,0,0,31,29,0,0,2,0,0,0,1,0,37.9,36.5,,
30/06/2022 13:50,2,0,27,32,0,0,1,0,0,0,1,0,39.6,41.2,,
30/06/2022 13:55,0,0,24,19,0,0,0,0,0,0,1,0,41,42.1,,
30/06/2022 14:00,0,0,27,22,0,0,4,1,0,0,4,0,39.4,42.2,,
30/06/2022 14:05,0,0,36,37,0,0,3,1,1,0,3,0,39.6,38.8,,
30/06/2022 14:10,1,0,32,23,0,0,2,1,0,0,8,0,40.5,38.2,,
30/06/2022 14:15,0,0,36,45,2,0,2,0,0,0,3,0,40.3,34.2,,
30/06/2022 14:20,0,0,32,23,0,0,1,0,0,0,6,0,40.1,40.1,,
30/06/2022 14:25,0,0,38,28,0,0,1,0,0,0,3,0,40.6,37.9,,
30/06/2022 14:30,0,0,36,30,0,0,4,2,0,0,1,0,39.7,38.5,,
30/06/2022 14:35,0,0,38,40,1,0,4,1,0,0,3,0,39.7,37.8,,
30/06/2022 14:40,0,0,42,25,0,0,1,1,0,0,1,0,39.3,42.4,,
30/06/2022 14:45,0,0,40,21,0,0,1,1,0,0,2,0,37.9,39.9,,
30/06/2022 14:50,0,0,45,30,0,0,0,1,0,0,2,0,40.7,38,,
30/06/2022 14:55,0,0,38,29,0,0,0,1,0,0,1,0,40.5,40.5,,
30/06/2022 15:00,1,0,48,26,0,0,3,1,0,0,2,0,40.5,39.2,,
30/06/2022 15:05,1,0,29,29,0,0,1,0,0,0,2,0,38.2,39.3,,
30/06/2022 15:10,1,0,42,32,0,0,1,0,0,0,4,0,38.4,40,,
30/06/2022 15:15,0,0,43,32,0,0,1,0,0,0,4,0,37.6,37.7,,
30/06/2022 15:20,0,1,35,28,0,0,3,0,0,0,3,0,39,38.7,,
30/06/2022 15:25,2,0,38,39,0,0,0,0,1,0,2,0,35.8,39.3,,
30/06/2022 15:30,0,0,47,34,0,0,2,0,0,0,3,0,37.6,40.5,,
30/06/2022 15:35,0,0,50,46,0,0,1,2,0,0,2,1,35.3,32.1,,
30/06/2022 15:40,1,0,42,40,0,0,2,2,0,0,2,1,32.4,35.3,,
30/06/2022 15:45,3,1,41,46,1,0,1,0,1,0,0,0,17.7,34.7,,
30/06/2022 15:50,0,0,28,40,0,0,3,3,0,0,1,1,9.1,24.7,,
30/06/2022 15:55,2,0,39,26,0,0,4,1,3,0,0,0,12.6,27.9,,
30/06/2022 16:00,1,0,15,22,0,0,4,1,3,2,0,3,10,22.4,,
30/06/2022 16:05,2,0,19,19,2,0,2,2,1,1,1,0,9.4,18.7,,
30/06/2022 16:10,0,0,44,30,0,1,4,1,1,0,2,0,10.2,15.6,,
30/06/2022 16:15,0,0,49,34,0,0,2,0,1,1,1,0,15.6,29.3,,
30/06/2022 16:20,1,0,51,28,1,1,1,1,0,0,3,0,36.8,33.5,,
30/06/2022 16:25,1,0,46,36,0,0,2,1,0,1,2,0,37.5,37.7,,
30/06/2022 16:30,1,1,50,28,1,0,0,0,0,0,0,0,39.6,36.2,,
30/06/2022 16:35,1,0,47,34,0,0,3,0,0,0,1,0,36.5,36.9,,
30/06/2022 16:40,0,0,51,36,1,0,0,1,0,0,3,0,39.3,38.2,,
30/06/2022 16:45,2,0,40,36,0,0,3,0,0,0,2,0,41.3,39.8,,
30/06/2022 16:50,4,0,44,18,0,0,3,1,0,0,2,0,40.9,37.9,,
30/06/2022 16:55,1,0,44,42,0,0,0,0,0,0,5,0,36.9,37.7,,
30/06/2022 17:00,1,1,39,21,0,0,1,0,1,1,1,0,38.6,40.4,,
30/06/2022 17:05,1,1,44,30,0,0,1,0,1,0,2,0,38,38.5,,
30/06/2022 17:10,3,0,47,30,0,0,1,0,0,0,2,0,37.6,40.5,,
30/06/2022 17:15,2,0,46,28,0,0,1,0,0,0,4,0,36.8,39.4,,
30/06/2022 17:20,3,0,48,21,0,0,1,0,0,0,2,0,38,42,,
30/06/2022 17:25,5,0,45,32,0,0,1,0,0,0,1,0,41.2,41,,
30/06/2022 17:30,0,0,34,32,1,0,1,0,1,0,4,4,31,38.9,,
30/06/2022 17:35,3,0,50,37,0,0,0,0,1,0,4,0,34,39,,
30/06/2022 17:40,1,0,54,36,0,0,0,1,0,0,0,0,39.3,39.5,,
30/06/2022 17:45,3,0,50,36,0,0,2,0,0,0,3,0,36.5,37.6,,
30/06/2022 17:50,1,1,42,32,0,0,1,0,0,0,0,0,37.5,41.8,,
30/06/2022 17:55,4,0,29,32,1,0,0,1,0,0,0,0,39.3,40.1,,
30/06/2022 18:00,1,0,41,31,0,0,0,2,1,0,2,0,38.7,41.8,,
30/06/2022 18:05,0,0,43,40,1,0,2,0,0,0,2,0,38.4,38,,
30/06/2022 18:10,1,0,36,33,0,0,0,0,0,0,3,0,42.2,40.1,,
30/06/2022 18:15,1,0,51,28,0,0,1,2,0,0,2,0,39.9,38.4,,
30/06/2022 18:20,1,0,40,26,0,0,3,1,0,0,3,1,38.8,39.3,,
30/06/2022 18:25,5,0,41,33,0,0,1,1,0,0,3,0,35.9,39.5,,
30/06/2022 18:30,2,0,36,29,0,0,1,0,0,0,1,0,39.2,40.1,,
30/06/2022 18:35,1,0,34,38,0,0,0,0,0,0,2,0,34.7,39.2,,
30/06/2022 18:40,3,0,39,26,0,0,2,0,0,0,3,0,39.5,40.5,,
30/06/2022 18:45,1,1,37,32,0,0,1,0,0,0,0,0,39.1,36.2,,
30/06/2022 18:50,0,1,30,29,1,0,0,1,0,0,3,0,39.1,41.1,,
30/06/2022 18:55,3,0,33,27,0,0,1,1,0,0,3,0,37.6,39.1,,
30/06/2022 19:00,2,0,38,34,0,0,0,0,0,0,3,0,38.5,40.5,,
30/06/2022 19:05,0,0,23,34,0,1,2,1,0,0,2,0,37.1,37.3,,
30/06/2022 19:10,0,0,30,31,0,0,1,0,0,1,2,1,39.9,37.4,,
30/06/2022 19:15,2,0,27,29,0,0,0,0,0,0,1,0,34.9,41.5,,
30/06/2022 19:20,0,0,37,27,0,0,1,0,0,0,3,0,39.4,38.9,,
30/06/2022 19:25,2,1,31,28,0,0,0,0,0,0,1,0,35.7,41.2,,
30/06/2022 19:30,1,0,25,37,0,0,1,0,0,0,0,0,44.6,39,,
30/06/2022 19:35,1,0,26,24,0,0,3,1,1,0,3,0,36.7,40.4,,
30/06/2022 19:40,3,1,29,31,0,0,0,0,0,0,2,0,37.9,37.5,,
30/06/2022 19:45,0,1,32,30,1,0,1,1,0,0,3,0,41.9,39,,
30/06/2022 19:50,0,0,23,21,0,0,0,0,0,0,1,0,39.9,40.8,,
30/06/2022 19:55,0,0,19,23,0,0,0,1,0,0,2,0,39.7,41.2,,
30/06/2022 20:00,0,0,37,30,0,0,0,1,0,0,2,0,40.3,38.3,,
30/06/2022 20:05,2,0,28,37,0,0,1,1,1,0,3,0,40.1,41.5,,
30/06/2022 20:10,3,0,25,25,0,0,1,0,0,0,0,0,37.6,41,,
30/06/2022 20:15,0,0,20,29,1,0,1,0,0,0,1,0,41.8,40.4,,
30/06/2022 20:20,0,0,35,24,0,0,0,0,0,0,1,0,40.7,40.6,,
30/06/2022 20:25,0,0,25,30,1,0,2,0,0,0,1,0,37.6,40.2,,
